#seq_id	SVM score	label	NCV
chr11.24271125.24271726	0.72113	1	2
chr11.26706525.26707201	0.030105	1	1
chr11.28592825.28593976	0.121446	1	1
chr11.29674100.29674626	-0.329796	1	3
chr11.31927450.31928426	0.124955	1	2
chr11.32012850.32013751	1.026442	1	0
chr11.32041675.32042401	0.668701	1	3
chr11.32057500.32058726	1.118885	1	3
chr11.34316100.34316651	0.323797	1	0
chr11.35669750.35670751	-0.115158	1	2
chr11.35726775.35727501	0.13199	1	2
chr11.35867375.35868501	0.780404	1	0
chr11.36510200.36511226	0.688088	1	0
chr11.36715625.36716101	0.257261	1	2
chr11.36967300.36967676	0.673803	1	4
chr11.39737550.39737976	-0.125309	1	1
chr11.40269775.40270526	0.948587	1	3
chr11.40323900.40324851	0.556684	1	0
chr11.40387025.40387501	1.398268	1	2
chr11.40437475.40438576	-0.036399	1	0
chr11.40508075.40508726	0.025053	1	1
chr11.47454075.47454576	1.602023	1	3
chr11.54567625.54568876	-0.277349	1	0
chr11.56060250.56061001	-0.315875	1	1
chr11.61943650.61944701	0.471434	1	3
chr11.63059825.63060326	1.284919	1	4
chr11.63113200.63114076	1.25325	1	3
chr11.63864425.63865301	0.358566	1	4
chr11.64091725.64092251	1.583634	1	3
chr11.64214125.64214501	0.615294	1	2
chr11.65690750.65691401	2.085021	1	3
chr11.66831200.66831676	0.347988	1	0
chr11.66890850.66891301	0.909775	1	4
chr11.67958875.67959901	1.99151	1	1
chr11.67964350.67965101	0.218893	1	1
chr11.68028575.68029351	-0.223496	1	1
chr11.69843150.69843776	-0.248232	1	2
chr11.71228100.71228801	-0.169931	1	1
chr11.71253400.71253826	1.453389	1	3
chr11.71571800.71572626	0.04485	1	0
chr11.74344700.74345276	0.961568	1	3
chr11.76460450.76460901	0.768298	1	4
chr11.77707300.77708351	1.275453	1	3
chr11.77743650.77744176	0.032936	1	1
chr11.77761275.77761751	0.118179	1	0
chr11.77778225.77779376	1.183527	1	3
chr11.78700625.78701401	1.01524	1	3
chr11.80105750.80106326	-0.090984	1	1
chr11.80129075.80129926	-0.314229	1	3
chr11.80149050.80149976	-0.529104	1	1
chr11.80317550.80318276	1.701361	1	1
chr11.80321900.80322676	0.50965	1	1
chr11.80331850.80332651	0.566596	1	1
chr11.80391225.80392151	0.640869	1	3
chr11.81426400.81427201	1.080537	1	2
chr11.81673850.81674501	0.772151	1	2
chr11.82676400.82677651	0.503701	1	1
chr11.83856575.83857651	0.33263	1	1
chr11.84384000.84384401	0.501248	1	1
chr11.85528125.85528576	-0.082802	1	0
chr11.85852450.85853251	1.45038	1	2
chr11.86383500.86384301	0.424196	1	3
chr11.87240050.87240426	-0.817039	1	3
chr11.87630350.87630726	0.168425	1	4
chr11.87932800.87933276	0.426451	1	2
chr11.87952500.87953226	-0.38637	1	4
chr11.88047225.88048251	0.152082	1	1
chr11.88054150.88055076	0.720658	1	4
chr11.88170325.88170901	-0.315863	1	0
chr11.88268500.88269051	1.047034	1	3
chr11.88294900.88296251	0.497444	1	0
chr11.88398550.88399276	-0.295247	1	1
chr11.88491050.88491726	0.899365	1	1
chr11.88563500.88564601	1.324563	1	0
chr11.89243050.89244226	0.568955	1	3
chr11.89485000.89486226	1.113432	1	1
chr11.89626650.89627576	0.189927	1	1
chr11.90409700.90410201	1.049074	1	4
chr11.94021375.94022051	0.346797	1	1
chr11.96736750.96738276	0.610419	1	0
chr11.96746775.96747676	1.66152	1	0
chr11.98803200.98803851	-0.585012	1	4
chr11.101338775.101339676	0.626164	1	3
chr11.101557125.101558101	0.633444	1	4
chr11.101871175.101872001	0.491312	1	3
chr11.103702150.103703326	1.182281	1	0
chr11.107274375.107275551	0.773412	1	4
chr11.107277775.107278301	-0.073217	1	3
chr11.107653425.107653901	0.623835	1	3
chr11.108023350.108023951	0.666199	1	0
chr11.108466425.108467351	0.966447	1	3
chr11.108746850.108747526	0.295883	1	1
chr11.108968075.108968626	0.042589	1	0
chr11.109763600.109764801	-1.252111	1	0
chr11.110340125.110340801	1.123151	1	1
chr11.111755275.111755826	-0.105231	1	1
chr11.112058825.112059751	1.798836	1	4
chr11.112838175.112838701	2.383953	1	0
chr11.113049350.113050251	0.356938	1	1
chr11.113073675.113074401	0.016915	1	4
chr11.113170525.113171076	0.223836	1	2
chr11.113300525.113301626	-0.514237	1	2
chr11.113445075.113445826	1.104156	1	0
chr11.113645725.113647701	0.123239	1	2
chr11.114328925.114330026	0.300082	1	3
chr11.114656075.114657751	0.428151	1	2
chr11.115270800.115271351	-0.133693	1	1
chr11.117339800.117340676	0.449166	1	4
chr11.117800800.117801826	0.830272	1	1
chr11.118059050.118059926	0.8802	1	4
chr11.120694875.120695526	-0.649296	1	0
chr12.5246500.5246926	0.195635	1	1
chr12.5275025.5275551	-0.468602	1	3
chr12.6456250.6456701	-0.488538	1	1
chr12.6629225.6630026	0.277488	1	1
chr12.6645400.6645951	-0.191152	1	4
chr12.10881575.10882451	0.451519	1	2
chr12.11228225.11228751	1.17168	1	2
chr12.12534525.12535826	2.035065	1	1
chr12.12745600.12746451	1.038073	1	0
chr12.12760550.12761526	1.14714	1	1
chr12.12883975.12884901	0.482133	1	4
chr12.13990800.13991376	1.412692	1	3
chr12.14095725.14096201	0.975175	1	1
chr12.15572775.15573501	0.074676	1	4
chr12.17564650.17565276	-0.326984	1	1
chr12.25809275.25810051	1.020965	1	1
chr12.26387775.26388201	0.142267	1	1
chr12.27173200.27173676	0.816058	1	4
chr12.27505825.27507101	0.385446	1	4
chr12.27566900.27567276	0.041982	1	2
chr12.27615125.27615901	0.578712	1	3
chr12.27746875.27747576	0.985347	1	4
chr12.27749500.27750376	-0.144097	1	4
chr12.27760900.27761626	1.210697	1	0
chr12.27767625.27768326	0.278365	1	2
chr12.27824900.27825626	0.141777	1	0
chr12.27835575.27836726	2.612241	1	0
chr12.28250750.28251601	-0.227693	1	0
chr12.28260250.28261526	-0.173498	1	4
chr12.28331325.28332276	0.605431	1	2
chr12.29116975.29117601	-0.510046	1	4
chr12.29502000.29503151	-0.187088	1	2
chr12.32915425.32915976	0.384589	1	4
chr12.39030400.39031301	0.909991	1	0
chr12.39753650.39754176	1.676078	1	3
chr12.39946850.39947351	-1.720461	1	3
chr12.40027850.40028726	1.819011	1	0
chr12.40253575.40254501	0.146804	1	0
chr12.40441725.40442201	-0.262814	1	3
chr12.40682575.40683626	-0.013805	1	0
chr12.41073650.41074076	-0.029699	1	4
chr12.45438950.45439626	0.883706	1	1
chr12.45504575.45505376	0.995263	1	2
chr12.45940800.45941276	0.321421	1	0
chr12.51046050.51046751	0.207375	1	0
chr12.51075300.51076126	0.389333	1	3
chr12.51221075.51222476	2.036152	1	4
chr12.51222550.51223701	1.317478	1	1
chr12.51799575.51800451	0.167292	1	2
chr12.51952575.51953101	0.73228	1	0
chr12.52102525.52103976	2.14322	1	2
chr12.53239200.53239801	0.51949	1	0
chr12.53936100.53936851	1.144185	1	2
chr12.54133725.54134251	0.074267	1	4
chr12.54134300.54135101	0.164131	1	2
chr12.54163850.54165001	0.894714	1	2
chr12.54165475.54166876	0.367344	1	0
chr12.54225200.54226151	0.721843	1	0
chr12.54393400.54394376	-0.348133	1	0
chr12.54724675.54725526	0.327339	1	2
chr12.57027375.57028651	0.474925	1	3
chr12.57084075.57084876	0.45876	1	4
chr12.57105275.57105901	1.783718	1	3
chr12.57559650.57560276	2.247371	1	0
chr12.58501825.58502876	1.484461	1	4
chr12.59651925.59652776	0.700891	1	4
chr12.73538925.73539326	1.340401	1	3
chr12.76974025.76975576	0.294218	1	2
chr12.78101600.78102151	0.216982	1	4
chr12.78953175.78953976	-0.508544	1	1
chr12.80636200.80637126	0.926633	1	0
chr12.80710350.80710901	0.491321	1	4
chr12.80816100.80816926	-0.35247	1	0
chr12.80819950.80820726	0.814974	1	0
chr12.80980600.80981051	1.142808	1	3
chr12.81011675.81012726	1.117545	1	4
chr12.81163075.81164626	0.816663	1	1
chr12.82103600.82104751	0.955948	1	0
chr12.84145350.84145976	1.023684	1	2
chr12.85872850.85873876	1.000168	1	2
chr12.85930700.85931601	2.394223	1	3
chr12.86622000.86622676	-0.598102	1	4
chr12.86796025.86796851	-0.072616	1	3
chr12.87412300.87412801	0.887762	1	0
chr12.88148050.88148626	1.386131	1	0
chr12.88165125.88165676	0.530285	1	1
chr12.88237175.88237801	-0.017684	1	1
chr12.90022550.90023226	0.840291	1	1
chr12.90039375.90040351	2.130888	1	4
chr12.90097950.90099251	0.28616	1	4
chr12.90387400.90388176	1.813213	1	2
chr12.90680575.90681526	0.466659	1	2
chr12.90769125.90769776	0.890337	1	1
chr12.91370600.91371726	0.097945	1	0
chr12.93531050.93532426	0.500089	1	3
chr12.95089725.95090526	1.991462	1	3
chr12.95286050.95286826	-0.02479	1	2
chr12.97198475.97199176	-0.310269	1	2
chr12.98299675.98300101	-0.525901	1	2
chr12.99800175.99801601	0.092942	1	3
chr12.100249150.100250101	1.721353	1	4
chr12.100458250.100459351	1.126287	1	0
chr12.100577850.100578726	0.301868	1	2
chr12.100579625.100580101	-1.057631	1	4
chr12.100644425.100645101	1.76158	1	2
chr12.104551925.104553326	0.044498	1	4
chr12.105969625.105970326	0.858332	1	4
chr12.107136775.107137701	0.964362	1	4
chr12.108323375.108323951	1.444793	1	3
chr12.108754650.108755501	0.290932	1	4
chr12.109558675.109559276	1.388565	1	3
chr12.109784750.109785351	0.627659	1	4
chr12.110796525.110797426	0.07805	1	3
chr12.112402425.112403351	0.286561	1	0
chr12.112931750.112933126	-0.280221	1	4
chr12.113571050.113571951	0.762981	1	3
chr12.113572000.113573126	0.690627	1	2
chr12.113789725.113790476	0.614753	1	3
chr12.118158125.118158826	0.629613	1	2
chr12.118176375.118177276	0.619431	1	2
chr12.118291850.118293476	0.686399	1	2
chr12.118345575.118346151	0.592973	1	1
chr12.118398150.118398851	-0.888852	1	4
chr12.118411350.118411901	1.515143	1	4
chr12.118495575.118496601	0.708669	1	3
chr12.119044275.119045376	1.402936	1	2
chr12.119227625.119228226	1.224388	1	2
chr12.119958200.119959326	0.363344	1	1
chr12.120702825.120703251	-0.654871	1	4
chr13.6249775.6251026	0.232456	1	3
chr13.6990625.6991451	0.036796	1	4
chr13.7413625.7414351	0.81889	1	1
chr13.9795525.9796201	1.51344	1	4
chr13.12651300.12652201	-0.043648	1	3
chr13.15635500.15636726	1.19957	1	2
chr13.15641250.15642501	1.067548	1	1
chr13.15805650.15807276	0.172159	1	0
chr13.17787525.17788076	-1.233504	1	0
chr13.20208875.20209726	2.328671	1	3
chr13.20446025.20447026	0.727319	1	0
chr13.24748850.24749401	0.045628	1	2
chr13.24778900.24779526	0.328225	1	3
chr13.25278675.25279101	0.113975	1	0
chr13.25484750.25485551	0.422757	1	3
chr13.25495000.25495401	-0.120157	1	0
chr13.25842375.25843801	0.582351	1	1
chr13.26246400.26247526	1.174392	1	2
chr13.28386575.28387576	0.751522	1	4
chr13.28507600.28509376	0.2928	1	1
chr13.28573050.28573626	1.615452	1	2
chr13.28756350.28756926	0.219264	1	4
chr13.28782125.28782826	0.179686	1	4
chr13.28809975.28810976	1.750702	1	3
chr13.28902375.28903926	1.089535	1	3
chr13.29050725.29051301	-0.028857	1	2
chr13.29462600.29463626	0.498959	1	4
chr13.29701750.29703326	0.579053	1	4
chr13.34224300.34226301	0.47657	1	4
chr13.34340300.34341201	1.309523	1	0
chr13.34379250.34380201	1.235224	1	2
chr13.34906000.34906826	1.227584	1	4
chr13.36374075.36376401	0.181362	1	2
chr13.37609000.37609751	1.469753	1	1
chr13.39615175.39616426	1.100531	1	4
chr13.39972925.39974001	1.723177	1	3
chr13.41946200.41946801	0.74096	1	1
chr13.42751950.42752601	0.20579	1	2
chr13.43626025.43626951	0.402146	1	0
chr13.44031475.44032451	-1.145246	1	2
chr13.44045550.44046076	1.390085	1	1
chr13.44195775.44196851	-0.206661	1	3
chr13.44846675.44847576	0.926718	1	3
chr13.44986800.44988251	-0.369654	1	2
chr13.45511625.45512351	0.154495	1	2
chr13.45517625.45518226	0.108062	1	1
chr13.45901025.45902026	0.872616	1	2
chr13.46364325.46364901	0.173297	1	1
chr13.46629475.46630401	2.154867	1	0
chr13.47372975.47373526	-0.262326	1	3
chr13.47463450.47464151	0.491931	1	4
chr13.47493125.47494301	0.801748	1	3
chr13.48108250.48109051	0.322913	1	0
chr13.48189475.48190476	1.471394	1	1
chr13.48225925.48226551	1.001396	1	0
chr13.48254300.48255401	-0.083771	1	0
chr13.48478975.48479901	1.514721	1	3
chr13.48661375.48662201	-0.387848	1	2
chr13.51324200.51325101	0.502678	1	1
chr13.51664775.51665376	0.876227	1	3
chr13.51698525.51699151	0.935453	1	3
chr13.51941100.51942176	0.921086	1	4
chr13.51944075.51945201	0.852967	1	0
chr13.52014000.52015476	-0.516636	1	4
chr13.52015775.52016726	1.302915	1	4
chr13.52022025.52022426	-0.556229	1	4
chr13.52564925.52565676	0.487616	1	2
chr13.54361725.54362226	-1.116234	1	4
chr13.54513250.54514001	-0.085839	1	1
chr13.56309425.56310401	1.482579	1	0
chr13.56683425.56684551	0.5031	1	4
chr13.57704475.57705276	0.873156	1	3
chr13.59025800.59026276	-0.685466	1	2
chr13.59065900.59066951	0.764239	1	1
chr13.59072600.59073801	0.882255	1	4
chr13.59142350.59143226	0.3533	1	2
chr13.59192750.59194001	-0.114878	1	1
chr13.59249300.59249801	0.121677	1	4
chr13.60011500.60012301	0.224788	1	2
chr13.60072300.60074026	0.902837	1	2
chr13.60146725.60147551	-0.484082	1	1
chr13.60211600.60212326	0.693472	1	1
chr13.60257750.60258301	-0.320127	1	4
chr13.63655475.63656876	0.346283	1	3
chr13.63663675.63664776	1.158612	1	2
chr13.63667675.63668176	0.47728	1	2
chr13.63728225.63729126	-0.385514	1	4
chr13.64086450.64087601	-0.004016	1	1
chr13.64182300.64183026	1.377364	1	3
chr13.67965650.67966576	0.798228	1	4
chr13.69856925.69857301	0.326076	1	1
chr13.70123075.70123751	0.292847	1	2
chr13.70235225.70235851	0.602042	1	0
chr13.71287475.71288651	1.157898	1	0
chr13.73171825.73172701	1.032744	1	0
chr13.74162525.74163126	-0.020785	1	2
chr13.77527200.77527751	0.603791	1	3
chr13.77687275.77688001	1.633987	1	4
chr13.78007525.78008201	0.114752	1	0
chr13.78031375.78034076	-0.283739	1	4
chr13.78339475.78340151	-0.346219	1	1
chr13.78347175.78347651	-0.434577	1	1
chr13.78584900.78585526	1.28089	1	1
chr13.78720175.78721201	0.595853	1	0
chr13.78857075.78857626	0.490994	1	4
chr13.79527125.79527676	0.264842	1	3
chr13.79812400.79812951	0.740215	1	1
chr13.81023775.81026001	0.21601	1	2
chr13.81768400.81768826	-0.573663	1	2
chr13.81795575.81796401	0.420476	1	3
chr13.83705200.83705651	0.678042	1	4
chr13.83871725.83872351	0.697367	1	3
chr13.83878700.83879576	0.307172	1	3
chr13.83881175.83882051	0.901211	1	2
chr13.84007200.84008101	0.036312	1	4
chr13.84019875.84020751	1.33752	1	2
chr13.84024175.84025301	1.337426	1	3
chr13.84196575.84197101	1.214728	1	4
chr13.84198725.84199726	2.409331	1	1
chr13.84486875.84488601	-0.011768	1	3
chr13.84588025.84589151	0.264121	1	3
chr13.84710475.84711751	1.051422	1	1
chr13.84778450.84779651	0.095336	1	4
chr13.84890875.84892176	0.651787	1	1
chr13.85266300.85267226	-0.202558	1	0
chr13.90782650.90783701	0.466026	1	3
chr13.91318175.91319076	0.702161	1	0
chr13.91510450.91511151	1.447664	1	1
chr13.91600175.91600726	0.16348	1	0
chr13.94608700.94609651	0.913732	1	3
chr13.95345625.95346326	1.659869	1	3
chr13.96304050.96304651	0.275659	1	3
chr13.96409350.96410376	0.920239	1	1
chr13.96764900.96765476	1.001034	1	0
chr13.98010425.98010901	-0.126748	1	0
chr13.98020200.98020701	-0.128361	1	2
chr13.98020750.98021426	0.758613	1	0
chr13.98022150.98023301	0.93355	1	1
chr13.98025950.98027101	1.407576	1	4
chr13.98061575.98063401	-0.297733	1	0
chr13.98516850.98517926	1.988995	1	3
chr13.98593825.98594951	0.33251	1	4
chr13.98729425.98729801	0.388222	1	2
chr13.99153900.99154301	-0.579654	1	2
chr13.99303775.99304451	0.822694	1	2
chr13.100213950.100214851	0.311277	1	3
chr13.100239850.100240576	0.486032	1	1
chr13.100262750.100263676	-0.038614	1	4
chr13.100271175.100271926	0.446931	1	1
chr13.100446350.100446851	0.264682	1	4
chr13.100560675.100561226	-0.099877	1	1
chr13.102571175.102571626	0.475163	1	4
chr13.103274350.103275076	1.212126	1	0
chr13.106046600.106047551	0.130981	1	3
chr13.108037125.108037976	1.503781	1	3
chr13.108331600.108332451	-0.006759	1	2
chr13.108621250.108622001	0.730423	1	2
chr13.110612500.110614101	-0.521316	1	3
chr13.111328350.111328776	-0.359462	1	0
chr13.111393050.111393601	-0.945738	1	2
chr13.112780975.112781626	0.998046	1	1
chr13.114524175.114525001	-0.113744	1	4
chr13.114669850.114670876	1.495381	1	1
chr13.114707950.114708826	0.672433	1	3
chr13.116463850.116464601	1.484693	1	2
chr13.117304775.117305626	1.783357	1	1
chr13.117365025.117365776	0.397227	1	2
chr14.12793175.12793676	1.112309	1	0
chr14.13169875.13171401	1.345856	1	0
chr14.13220900.13222651	0.82911	1	2
chr14.13225400.13226526	1.339437	1	4
chr14.14602900.14603751	-1.011366	1	1
chr14.14896875.14897801	0.000672	1	2
chr14.16810875.16811526	0.639371	1	2
chr14.17032500.17034551	0.13158	1	2
chr14.17565950.17566576	0.247979	1	4
chr14.17655075.17655526	1.361558	1	0
chr14.20644425.20645376	0.697415	1	4
chr14.20805550.20806976	0.422556	1	2
chr14.21044650.21045351	-0.317885	1	3
chr14.22070900.22072401	0.699068	1	0
chr14.22187425.22188651	0.196658	1	2
chr14.22229850.22230851	1.359815	1	2
chr14.23499175.23499801	1.589001	1	0
chr14.23529050.23530051	1.678094	1	4
chr14.23564800.23565851	2.399431	1	2
chr14.23632350.23633301	1.123034	1	3
chr14.25369950.25370776	0.384239	1	0
chr14.25397600.25398251	-0.338806	1	2
chr14.25436400.25437401	0.382542	1	1
chr14.25661075.25661801	-0.798618	1	0
chr14.25927750.25929051	0.107028	1	0
chr14.26136725.26138176	0.43495	1	4
chr14.27899000.27899401	0.72458	1	2
chr14.29263575.29264601	0.67001	1	4
chr14.29771750.29772251	-0.285959	1	0
chr14.32482825.32483326	0.495625	1	1
chr14.32747525.32748301	-0.331578	1	1
chr14.35925825.35926576	1.446416	1	4
chr14.36660125.36660526	-0.778744	1	4
chr14.49132275.49133701	0.883804	1	4
chr14.49329525.49329976	-0.265592	1	2
chr14.49419250.49419926	1.302878	1	0
chr14.49707825.49708626	0.295542	1	2
chr14.52629950.52630926	0.033144	1	3
chr14.55095300.55095701	0.442992	1	0
chr14.55671150.55671801	0.216391	1	0
chr14.57506800.57507276	0.243633	1	1
chr14.60355450.60357126	1.265075	1	2
chr14.60437975.60438801	0.303205	1	1
chr14.60588525.60589126	-0.450556	1	2
chr14.61028400.61029201	0.747748	1	4
chr14.61064775.61065201	0.159173	1	4
chr14.61623750.61624526	0.413897	1	4
chr14.61662125.61663251	1.92086	1	1
chr14.63007650.63008601	0.935738	1	1
chr14.63204300.63204801	-0.147484	1	0
chr14.63498800.63499476	-0.146577	1	0
chr14.64204600.64205676	1.09983	1	1
chr14.64874875.64875951	1.643752	1	2
chr14.65864225.65865001	0.013534	1	0
chr14.67112925.67114126	0.691562	1	3
chr14.67860800.67861376	0.997073	1	2
chr14.68169250.68169701	0.93106	1	4
chr14.68658375.68659176	0.397326	1	2
chr14.69599400.69599826	0.899534	1	0
chr14.70416575.70417276	1.304221	1	4
chr14.75635675.75636701	1.235904	1	1
chr14.75872900.75873526	1.456762	1	3
chr14.76432300.76433376	0.958907	1	0
chr14.76621325.76622251	0.435348	1	2
chr14.76654375.76655326	0.989389	1	1
chr14.76731400.76732176	0.257131	1	1
chr14.76905400.76905851	0.207717	1	1
chr14.77282500.77283026	0.046766	1	2
chr14.77805700.77806701	0.122835	1	4
chr14.77993175.77993876	0.447906	1	0
chr14.78532225.78532826	0.72805	1	1
chr14.78687950.78689251	-0.513017	1	4
chr14.79602975.79604151	0.9577	1	2
chr14.80572275.80573451	0.297675	1	1
chr14.87148650.87149076	0.679183	1	3
chr14.89462575.89463251	0.068256	1	1
chr14.89542775.89543601	0.36225	1	0
chr14.93408275.93408876	0.942771	1	3
chr14.93466100.93466626	0.648851	1	0
chr14.97987250.97987851	1.128425	1	0
chr14.98471700.98473026	2.129549	1	1
chr14.98507875.98508376	2.215012	1	3
chr14.98522025.98522451	-0.301796	1	0
chr14.98572975.98573501	0.777138	1	1
chr14.100002300.100003001	-0.477846	1	4
chr14.100858150.100858876	0.722584	1	2
chr14.104162675.104163851	0.427049	1	1
chr14.104177450.104178151	0.411901	1	0
chr14.104696750.104697651	2.384801	1	3
chr14.105882000.105883176	0.785947	1	4
chr14.106250400.106251001	0.789603	1	1
chr14.114986900.114987301	0.320619	1	1
chr14.116178525.116179276	0.816213	1	1
chr14.117955550.117956301	0.09795	1	0
chr14.118450950.118452026	0.710927	1	3
chr14.118628950.118630526	1.570281	1	3
chr14.118765525.118766126	0.351106	1	1
chr14.118815150.118815901	1.266018	1	4
chr14.118965375.118966201	1.499985	1	1
chr14.119134225.119134826	-0.089646	1	2
chr14.120130775.120131276	0.033831	1	1
chr14.122801725.122802601	1.276209	1	3
chr14.122852725.122853526	0.656189	1	1
chr14.123120300.123120676	0.47411	1	0
chr14.123270900.123271551	0.866782	1	2
chr14.123464200.123465476	1.028433	1	4
chr14.123912475.123913201	-0.843503	1	0
chr15.8609625.8610376	0.425344	1	0
chr15.8666900.8667551	1.16845	1	1
chr15.8815200.8815901	1.134547	1	0
chr15.10584525.10585876	0.223159	1	0
chr15.13322625.13323926	0.585302	1	1
chr15.25681975.25682801	-0.478194	1	1
chr15.25683650.25684826	0.085494	1	2
chr15.25690775.25692776	-0.382474	1	0
chr15.25703600.25704151	0.759842	1	3
chr15.29367475.29368076	0.315262	1	4
chr15.31331875.31332476	0.366979	1	4
chr15.31828775.31829526	0.561541	1	1
chr15.32102425.32102901	1.36483	1	2
chr15.37527175.37527851	1.229165	1	0
chr15.40900200.40900626	-1.002112	1	3
chr15.42439200.42440251	-0.075842	1	3
chr15.52244725.52245351	1.827742	1	1
chr15.53142375.53142876	0.528692	1	4
chr15.56807250.56807751	0.679936	1	2
chr15.58807700.58808501	0.316552	1	3
